arm_name,seed,N,line_outage_prob,evaluator_mode,truth_mode,proxy_mode,l0_proxy_mode,enable_hastings_correction,status,error,termination_reason,n_levels,pf_hat,acceptance_rate,level_acceptance_rates_json,reverse_proxy_rejects,truth_calls,proxy_calls,total_wall_clock_time,truth_engine_time,l0_prescreen_enabled,l0_truth_calls,l0_proxy_calls,l0_guard_active,l0_guard_mode,l0_guard_passed,l0_fallback_triggered,l0_fallback_reason,l0_tail_audit_count,l0_tail_audit_failure_hits,l0_rank_inversion_hits,l0_failure_recall_inside_final_k,l0_failure_recall_inside_final_k_observed,l0_failure_label_rank_inversion_hits,l0_failure_label_guard_passed,l0_failure_label_fallback_reason,l0_prescreen_K_initial,l0_prescreen_K_final,da_trace_enabled,da_trace_output_path,da_trace_rows
corrected_da_dcopf,901,1000,0.008,delayed_acceptance,acopf,dcopf,dcopf,True,ok,,threshold_reached_infinite,2,0.06825,0.22588235294117648,"[{""acceptance_rate"": 0.22588235294117648, ""accepted"": 192, ""attempts"": 850, ""level"": 1}]",25,532,2132,90.61022761599452,22.078414376970613,True,250,1000,True,failure_label,True,False,none,50,0,0,not_available,1.0,0,True,none,200,200,True,/home/lhftr/code/power-rare-events/adaptMCS-benchmarks/ac_ext/experiments/out/da_traces/da_trace_case118_N1000_seed901_dcopf_failure_label/case118_corrected_da_dcopf_seed901_N1000_lop0008.tsv,850
